year,Base case diesel consumed,Modeled residential energy efficiency
2017,111349.488279,75608.4903453
2018,113834.599902,78093.6019681
2019,116319.711525,80578.7135909
2020,117562.267336,81821.2694023
2021,120047.378959,84306.3810251
2022,122532.490582,86791.4926479
2023,123775.046393,88034.0484594
2024,126260.158016,90519.1600822
2025,128745.269639,93004.271705
2026,131230.381261,95489.3833278
2027,132472.937073,96731.9391392
2028,134958.048696,99217.0507621
2029,137443.160319,101702.162385
2030,139928.271941,104187.274008
2031,142413.383564,106672.385631
