year,Base case cost,Modeled diesel efficiency
2019,242508.196773,423730.497961
2020,258079.490525,433122.114081
2021,269190.200057,438570.31228
2022,277845.569074,441895.424464
2023,284496.428639,443504.7416
2024,290263.982391,444415.043495
2025,296301.74108,445672.539285
2026,304017.266838,448554.450898
2027,311088.11886,450947.143928
2028,317267.58829,452624.067549
2029,324439.767163,455295.816514
2030,329758.69261,456372.986619
2031,337985.258139,460181.549273
2032,346009.169967,463891.900012
2033,354084.479472,467732.978479
2034,362211.186655,471702.816121
2035,368723.27249,474284.927225
2036,377927.128159,479392.335501
2037,383555.908179,481326.074906
2038,392868.433225,486683.282897
