year,Base case cost,Modeled residential energy efficiency
2017,812754.432701,824242.630258
2018,870082.931344,868414.749729
2019,943805.822577,925863.504527
2020,979874.234613,952187.773794
2021,1018240.15186,982690.947702
2022,1052190.40848,1009942.82921
2023,1072838.65705,1024697.50161
2024,1102356.42198,1048766.97006
2025,1132210.80837,1073258.87045
2026,1166074.9365,1101129.49205
2027,1187817.20484,1117317.49903
2028,1218698.28671,1143081.64656
2029,1251836.70555,1170823.76548
2030,1281470.31486,1195852.10965
2031,1317337.34071,1226116.0693
