year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,42823.63,746895.59,525307.36,37137.8,393237.08,287447.07
2018,45221.6,788028.18,565489.89,38699.8,408756.32,304593.04
2019,48474.96,843968.49,617383.74,40801.18,429862.49,326422.08
2020,50031.35,870293.35,642788.75,41849.06,439794.81,337085.49
2021,51116.46,888391.69,669581.67,42604.14,446623.27,348658.48
2022,51919.34,901554.12,693245.34,43184.81,451589.43,358945.07
2023,52533.9,911425.94,707701.78,43648.86,455314.05,365136.88
2024,53055.69,919652.46,728223.78,44057.71,458417.9,374132.65
2025,53578.87,927878.97,748994.28,44469.33,461521.75,383216.53
2026,54293.88,939396.1,772637.91,45004.2,465867.13,393437.03
2027,54914.53,949267.92,787902.01,45480.21,469591.75,399915.2
2028,55440.87,957494.44,809430.47,45897.58,472695.6,409267.81
2029,56070.36,967366.26,832581.88,46392.9,476420.22,419254.83
2030,56508.81,973947.47,853232.94,46766.09,478903.3,428237.38
2031,57232.68,985464.6,878355.2,47318.36,483248.68,438982.14
