year,Base case diesel consumed,Modeled residential ashp
2017,16580.6184031,-94768.8699871
2018,16950.6666911,-94398.8216991
2019,17320.7149791,-94028.7734111
2020,17505.7391231,-93843.7492671
2021,17875.7874111,-93473.7009791
2022,18245.8356991,-93103.6526911
2023,18430.8598431,-92918.6285471
2024,18800.9081311,-92548.5802591
2025,19170.9564191,-92178.5319711
2026,19541.0047071,-91808.4836831
2027,19726.0288511,-91623.4595391
2028,20096.0771391,-91253.4112511
2029,20466.1254271,-90883.3629631
2030,20836.1737151,-90513.3146751
2031,21206.2220031,-90143.2663871
