year,Base case cost,Modeled water and wastewater efficiency
2017,71671.139838,54486.4217655
2018,75917.5171576,57329.8965157
2019,81376.7321408,60985.523204
2020,83923.3219513,62691.3447789
2021,85741.6735253,63909.6740549
2022,86953.7564547,64721.8385209
2023,87923.3411887,65371.5377591
2024,88650.0419526,65858.7450465
2025,89497.6114052,66427.100925
2026,90586.5490807,67157.7016738
2027,91432.6854361,67725.7951927
2028,92157.037756,68212.566832
2029,93123.7685073,68861.6700244
2030,93725.3549947,69266.9217085
2031,94690.8716833,69915.7173516
