year,Base case diesel consumed,Modeled residential energy efficiency
2017,32584.4100287,22350.7533609
2018,32584.4100287,22350.7533609
2019,32584.4100287,22350.7533609
2020,32584.4100287,22350.7533609
2021,32584.4100287,22350.7533609
2022,32584.4100287,22350.7533609
2023,32584.4100287,22350.7533609
2024,33406.5913575,23172.9346896
2025,33406.5913575,23172.9346896
2026,33406.5913575,23172.9346896
2027,33406.5913575,23172.9346896
2028,33406.5913575,23172.9346896
2029,33406.5913575,23172.9346896
2030,34228.7726862,23995.1160184
2031,34228.7726862,23995.1160184
2032,34228.7726862,23995.1160184
2033,34228.7726862,23995.1160184
2034,34228.7726862,23995.1160184
2035,35050.9540149,24817.2973471
2036,35050.9540149,24817.2973471
