year,Base case cost,Modeled biomass for heat (cordwood)
2017,233288.455124,247478.129277
2018,248268.105124,258554.267017
2019,267527.655124,272795.01554
2020,276515.445124,279440.698184
2021,282935.295124,284187.614358
2022,287215.195124,287352.225141
2023,290639.115124,289883.913768
2024,293207.055124,291782.680237
2025,296202.985124,293997.907785
2026,300054.895124,296846.05749
2027,303050.825124,299061.285038
2028,305618.765124,300960.051508
2029,309042.685124,303491.740134
2030,311182.635124,305074.045525
2031,314606.555124,307605.734152
2032,,
2033,,
2034,,
2035,,
2036,,
