year,Base case diesel consumed,Modeled diesel efficiency
2019,39031.8300011,35483.4818192
2020,38948.2500653,35407.5000594
2021,38948.2500653,35407.5000594
2022,38948.2500653,35407.5000594
2023,38948.2500653,35407.5000594
2024,38948.2500653,35407.5000594
2025,38948.2500653,35407.5000594
2026,38948.2500653,35407.5000594
2027,38948.2500653,35407.5000594
2028,39031.8300011,35483.4818192
2029,39031.8300011,35483.4818192
2030,39031.8300011,35483.4818192
2031,39031.8300011,35483.4818192
2032,39115.4099368,35559.4635789
2033,39115.4099368,35559.4635789
2034,39115.4099368,35559.4635789
2035,39198.9898726,35635.4453387
2036,39198.9898726,35635.4453387
2037,39198.9898726,35635.4453387
2038,39198.9898726,35635.4453387
