year,Base case cost,Modeled non-residential energy efficiency
2017,554438.207336,546188.834134
2018,578171.06191,569770.941046
2019,610803.736949,602196.33805
2020,626378.422763,617672.095711
2021,636761.546639,627989.267485
2022,645661.367104,636832.557577
2023,650852.929042,641991.143464
2024,656044.49098,647149.729351
2025,661236.052918,652308.315238
2026,667910.918266,658940.782807
2027,673844.13191,664836.309535
2028,679035.693848,669994.895422
2029,685710.559197,676627.362991
2030,689418.817724,680312.067196
2031,696835.334778,687681.475606
