year,Base case cost,Modeled water and wastewater efficiency
2017,19505.7834169,30580.2336767
2018,21200.5006427,31682.0896489
2019,23528.5073359,33195.5721584
2020,24646.2207247,33922.3506987
2021,25394.999472,34409.3009454
2022,26038.1802182,34827.5961936
2023,26416.4833195,35073.6871925
2024,26793.4450515,35318.8728969
2025,27169.930018,35563.7345155
2026,27650.3353695,35876.106443
2027,28076.2774227,36153.0404123
2028,28447.4238082,36394.3158466
2029,28923.2487575,36703.613391
2030,29186.2353656,36874.534632
2031,29711.8115845,37216.1126219
