year,Base case diesel consumed,Modeled residential ashp
2017,79653.3677594,29949.6662722
2018,80767.2452545,31063.5437672
2019,80767.2452545,31063.5437672
2020,80767.2452545,31063.5437672
2021,80767.2452545,31063.5437672
2022,81881.1227495,32177.4212622
2023,81881.1227495,32177.4212622
2024,81881.1227495,32177.4212622
2025,81881.1227495,32177.4212622
2026,81881.1227495,32177.4212622
2027,81881.1227495,32177.4212622
2028,81881.1227495,32177.4212622
2029,81881.1227495,32177.4212622
2030,81881.1227495,32177.4212622
2031,81881.1227495,32177.4212622
