year,Base case cost,Modeled biomass for heat (cordwood)
2017,193278.248792,240052.829688
2018,216431.208792,257172.443578
2019,248266.528792,280711.912677
2020,263460.658792,291946.659292
2021,273590.078792,299436.490369
2022,282272.438792,305856.345578
2023,287337.148792,309601.261116
2024,292401.858792,313346.176655
2025,297466.568792,317091.092193
2026,303978.338792,321905.9836
2027,309766.578792,326185.887072
2028,314831.288792,329930.802611
2029,321343.058792,334745.694017
2030,324960.708792,337420.633688
2031,332196.008792,342770.513028
2032,,
2033,,
2034,,
2035,,
2036,,
