year,annotation,Average Load
2003,,-143.0
2004,,-54.0
2005,,-220.0
2006,,-220.0
2007,,-275.0
2008,,-110.0
2009,,-43.0
2010,,34.0
2011,,4.0
2012,,8.0
2013,,8.0
2014,,13.0
2015,,23.0
2016,start of forecast,23.0
2017,,26.0
2018,,30.0
2019,,36.0
2020,,43.0
2021,,47.0
2022,,54.0
2023,,60.0
2024,,66.0
2025,,70.0
2026,,74.0
2027,,79.0
2028,,83.0
2029,,92.0
2030,,100.0
2031,,106.0
2032,,106.0
2033,,106.0
2034,,104.0
2035,,103.0
2036,,105.0
2037,,107.0
2038,,107.0
2039,,106.0
2040,,102.0
