year,Base case diesel consumed,Modeled non-residential ashp
2017,17975.6876508,12582.9813556
2018,17975.6876508,12582.9813556
2019,17975.6876508,12582.9813556
2020,17975.6876508,12582.9813556
2021,17975.6876508,12582.9813556
2022,17975.6876508,12582.9813556
2023,17975.6876508,12582.9813556
2024,17975.6876508,12582.9813556
2025,17975.6876508,12582.9813556
2026,17975.6876508,12582.9813556
2027,17975.6876508,12582.9813556
2028,17975.6876508,12582.9813556
2029,17975.6876508,12582.9813556
2030,17975.6876508,12582.9813556
2031,17975.6876508,12582.9813556
