year,Base case cost,Modeled diesel efficiency
2019,44605.6210956,197244.196155
2020,47746.8620178,196427.362732
2021,49945.7306634,194839.901621
2022,51516.3511245,192765.36281
2023,52772.8474934,190487.343579
2024,53715.2197701,188003.919996
2025,54814.6540929,185741.564292
2026,56228.2125079,183841.225357
2027,57327.6468306,181729.976687
2028,58270.0191073,179548.852161
2029,59683.5775223,177867.27775
2030,60468.8877529,175684.098964
2031,61882.4461679,174139.955585
2032,63296.0045829,172662.121519
2033,64709.5629979,171249.042601
2034,66280.183459,170041.984853
2035,67379.6177818,168468.331395
2036,68950.2382429,167383.33692
2037,69892.6105195,165786.102224
2038,71463.2309807,164817.516388
