year,Base case diesel consumed,Modeled diesel efficiency
2019,15706.2046111,14278.3678283
2020,15706.2046111,14278.3678283
2021,15706.2046111,14278.3678283
2022,15706.2046111,14278.3678283
2023,15706.2046111,14278.3678283
2024,15706.2046111,14278.3678283
2025,15706.2046111,14278.3678283
2026,15706.2046111,14278.3678283
2027,15706.2046111,14278.3678283
2028,15706.2046111,14278.3678283
2029,15706.2046111,14278.3678283
2030,15706.2046111,14278.3678283
2031,15706.2046111,14278.3678283
2032,15706.2046111,14278.3678283
2033,15706.2046111,14278.3678283
2034,15706.2046111,14278.3678283
2035,15706.2046111,14278.3678283
2036,15706.2046111,14278.3678283
2037,15706.2046111,14278.3678283
2038,15706.2046111,14278.3678283
