year,Base case cost,Modeled water and wastewater efficiency
2017,6612.55894561,7049.91848094
2018,10019.5276557,9352.3358501
2019,14791.6275455,12615.7521895
2020,17067.7757373,14127.8173137
2021,18662.0293001,15163.0023224
2022,19804.4439738,15882.5991859
2023,20718.5733675,16443.8777147
2024,21406.8607576,16848.3123255
2025,22206.7746693,17333.1769989
2026,23234.7168618,17980.0171455
2027,24036.1433455,18469.4487733
2028,24723.6262166,18880.581336
2029,25758.6990604,19537.2382622
2030,26337.4362838,19875.0478066
2031,27369.6640833,20533.1776889
