year,Base case cost,Modeled non-residential energy efficiency
2017,38095.9479186,67203.0128029
2018,46880.1242995,74552.4017514
2019,59177.9712327,85075.7094228
2020,65034.08882,89816.5853293
2021,69133.371131,92989.3430349
2022,72061.4299247,95120.5191118
2023,74403.8769596,96736.6569275
2024,76160.7122357,97837.4801998
2025,78210.3533913,99212.9585372
2026,80845.6063055,101126.241594
2027,82895.2474611,102523.419514
2028,84652.0827373,103667.654157
2029,87287.3356515,105612.352685
2030,88751.3650483,106513.383499
2031,91386.6179626,108477.817682
