year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,17786.84,59296.62,63865.71,-11174.28,-21200.68,-22212.88
2018,19408.09,64689.33,69591.39,-9388.56,-17809.21,-18659.49
2019,21679.09,72239.12,77607.33,-6887.46,-13061.15,-13684.74
2020,22764.72,75834.26,81424.45,-5696.95,-10800.17,-11315.81
2021,23525.21,78350.85,84096.43,-4863.18,-9217.48,-9657.56
2022,24072.59,80148.42,91069.66,-4268.15,-8086.99,-8919.05
2023,24510.34,81586.48,92686.42,-3791.77,-7182.6,-7921.61
2024,24841.59,82665.02,93898.99,-3434.73,-6504.31,-7173.53
2025,25224.17,83923.32,95313.65,-3017.4,-5712.96,-6300.76
2026,25715.22,85541.13,97132.5,-2480.5,-4695.52,-5178.64
2027,26099.06,86799.43,98547.17,-2062.92,-3904.18,-4305.87
2028,26428.49,87877.97,99759.74,-1704.86,-3225.89,-3557.79
2029,26926.36,89495.78,101578.59,-1167.66,-2208.44,-2435.67
2030,27206.56,90394.56,108294.37,-869.13,-1643.2,-1902.88
2031,27700.73,92012.38,110214.38,-331.07,-625.76,-724.65
2032,,,112134.38,,,453.58
2033,,,114054.39,,,1631.81
2034,,,116187.73,,,2940.96
2035,,,117681.07,,,3857.36
2036,,,119814.41,,,5166.5
