year,Base case diesel consumed,Modeled non-residential ashp
2017,3179.24685049,-3732.15933932
2018,3179.24685049,-3732.15933932
2019,3179.24685049,-3732.15933932
2020,3179.24685049,-3732.15933932
2021,3179.24685049,-3732.15933932
2022,3179.24685049,-3732.15933932
2023,3179.24685049,-3732.15933932
2024,3179.24685049,-3732.15933932
2025,3179.24685049,-3732.15933932
2026,3179.24685049,-3732.15933932
2027,3179.24685049,-3732.15933932
2028,3179.24685049,-3732.15933932
2029,3179.24685049,-3732.15933932
2030,3179.24685049,-3732.15933932
2031,3179.24685049,-3732.15933932
