year,Base case cost,Modeled non-residential energy efficiency
2017,126169.597582,149067.586053
2018,134566.05814,156582.942624
2019,146111.191407,167161.512302
2020,151621.368648,171910.612263
2021,155294.820143,174894.984759
2022,158181.103459,177130.575748
2023,160280.218599,178617.070737
2024,161854.554954,179608.229525
2025,163691.280701,180865.953209
2026,166052.785233,182644.01589
2027,168151.900372,184179.930475
2028,169726.236727,185219.350591
2029,171825.351866,186778.271513
2030,173137.298829,187586.09175
2031,175498.803361,189421.020217
