year,Base case diesel consumed,Modeled residential ashp
2017,1458.37097193,-7666.23269139
2018,1458.37097193,-7666.23269139
2019,1458.37097193,-7666.23269139
2020,1285.59438471,-7839.00927862
2021,1458.37097193,-7666.23269139
2022,1285.59438471,-7839.00927862
2023,1285.59438471,-7839.00927862
2024,1285.59438471,-7839.00927862
2025,1285.59438471,-7839.00927862
2026,1285.59438471,-7839.00927862
2027,1285.59438471,-7839.00927862
2028,1285.59438471,-7839.00927862
2029,1285.59438471,-7839.00927862
2030,1285.59438471,-7839.00927862
2031,1285.59438471,-7839.00927862
