year,Base case diesel consumed,Modeled residential ashp
2017,117676.581448,16071.5702518
2018,119634.377115,18029.3659193
2019,122571.070616,20966.0594206
2020,124528.866284,22923.8550881
2021,128444.457619,26839.4464231
2022,131381.15112,29776.1399244
2023,133338.946788,31733.935592
2024,136275.640289,34670.6290932
2025,138233.435957,36628.4247608
2026,141170.129458,39565.118262
2027,143127.925125,41522.9139296
2028,146064.618627,44459.6074308
2029,149001.312128,47396.3009321
2030,151938.005629,50332.9944334
2031,153895.801297,52290.7901009
