year,Base case cost,Modeled non-residential energy efficiency
2017,1325771.55671,1359587.39313
2018,1393702.70456,1416758.87444
2019,1492085.74628,1501685.9229
2020,1536592.36039,1537797.14477
2021,1567044.25426,1561247.66529
2022,1590468.788,1578415.86537
2023,1606865.96162,1589299.43825
2024,1620920.68187,1598149.95992
2025,1637317.85548,1609219.05917
2026,1656057.48248,1622504.58764
2027,1672454.6561,1633750.61863
2028,1686509.37634,1642955.10332
2029,1702906.54996,1654369.86956
2030,1714618.81684,1661612.22041
2031,1735700.8972,1677441.73384
