year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,715888.25,550230.42,,609883.3,520181.21
2018,,759778.51,589340.33,,633924.19,547161.43
2019,,823343.71,648256.04,,668742.04,587460.29
2020,,852099.4,679039.54,,684492.96,608288.6
2021,,871774.34,714808.04,,695269.91,632069.57
2022,,886908.91,742494.87,,703559.88,650385.85
2023,,897503.11,761618.25,,709362.85,662996.1
2024,,906583.85,785452.17,,714336.83,678589.96
2025,,917178.05,805091.12,,720139.8,691458.48
2026,,929285.71,831946.04,,726771.77,708961.84
2027,,939879.91,852134.38,,732574.74,722105.57
2028,,948960.65,877185.4,,737548.72,738309.12
2029,,959554.85,903827.21,,743351.7,755507.63
2030,,967122.14,928200.26,,747496.68,771173.47
2031,,980743.25,952119.56,,754957.64,786582.35
2032,,,981121.3,,,805161.13
2033,,,1005708.31,,,820904.49
2034,,,1036875.58,,,840766.16
2035,,,1062812.26,,,857215.27
2036,,,1096238.03,,,878406.39
