year,annotation,diesel generation efficiency
2002,,12.31
2003,,12.49
2004,,12.7
2005,,11.65
2006,,10.47
2007,,10.15
2008,,18.11
2009,,14.23
2010,,14.41
2011,,13.35
2012,,14.37
2013,,14.25
2014,,14.04
2015,,14.22
2016,start of forecast,14.17
2017,,14.17
2018,,14.17
2019,,14.17
2020,,14.17
2021,,14.17
2022,,14.17
2023,,14.17
2024,,14.17
2025,,14.17
2026,,14.17
2027,,14.17
2028,,14.17
2029,,14.17
2030,,14.17
2031,,14.17
2032,,14.17
2033,,14.17
2034,,14.17
2035,,14.17
2036,,14.17
2037,,14.17
2038,,14.17
2039,,14.17
2040,,14.17
