year,Base case diesel consumed,Modeled diesel efficiency
2019,147058.610528,133689.645935
2020,149387.273747,135806.612497
2021,153127.248007,139206.589097
2022,155597.04233,141451.856663
2023,157855.139996,143504.672724
2024,160113.237663,145557.488784
2025,162371.335329,147610.304845
2026,164841.129652,149855.572411
2027,167240.358422,152036.689475
2028,170133.546057,154666.860052
2029,172603.34038,156912.127618
2030,175143.700255,159221.545686
2031,177613.494578,161466.813252
2032,180153.854452,163776.23132
2033,182411.952119,165829.047381
2034,184952.311994,168138.465449
2035,187986.630733,170896.93703
2036,190668.121712,173334.656102
2037,193349.612691,175772.375173
2038,195960.538118,178145.943743
