year,Base case cost,Modeled diesel efficiency
2019,476469.898112,724803.128093
2020,512398.348952,750629.840302
2021,545133.002905,773713.308197
2022,569485.174926,789332.790513
2023,588799.672185,800525.354199
2024,606829.170741,810698.941995
2025,626753.35437,822740.678562
2026,649474.050828,837466.992283
2027,670633.837274,850913.254663
2028,692443.532454,865086.044086
2029,714577.829174,879686.446309
2030,733852.104068,891816.243211
2031,760185.756792,910490.037639
2032,785470.805413,928333.974941
2033,811733.186929,947186.923308
2034,839683.496451,967692.053533
2035,862858.635064,983971.062442
2036,894233.490829,1007816.60886
2037,916477.164154,1023470.6987
2038,946489.399108,1046294.16648
