year,Base case cost,Modeled residential energy efficiency
2017,1070411.63357,1059875.3101
2018,1136501.75962,1113223.59246
2019,1235716.33137,1195733.19887
2020,1287328.14798,1237890.30249
2021,1346877.61603,1289937.15517
2022,1392880.71614,1329453.17789
2023,1424614.34684,1355713.37262
2024,1464042.12894,1390056.4297
2025,1496549.60508,1417243.00467
2026,1540907.882,1456042.43795
2027,1574239.94754,1484199.07086
2028,1615494.51232,1520659.9295
2029,1659334.84142,1559463.55554
2030,1699373.72888,1595155.75416
2031,1738701.91247,1628956.45919
2032,1786282.43105,1671384.8734
2033,1826612.80791,1706313.94554
2034,1877641.73819,1752002.44889
2035,1920027.53395,1790353.4254
2036,1974644.42182,1839435.85572
