year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,87337.25,5321.68,69601.8,45137.53
2018,86968.25,5337.82,69601.8,46112.09
2019,90519.48,5346.67,69601.8,47086.64
2020,88441.66,5355.63,69601.8,47573.92
2021,88809.79,5366.19,69601.8,48061.2
2022,89340.31,5372.08,69601.8,48548.48
2023,88975.03,5376.24,69601.8,48548.48
2024,89097.27,5376.78,69601.8,48548.48
2025,89165.31,5378.26,69601.8,49035.76
2026,89079.2,5381.13,69601.8,49035.76
2027,89197.26,5387.9,69601.8,49523.04
2028,89286.15,5395.98,69601.8,50010.32
2029,89104.2,5375.37,69601.8,48548.48
2030,88945.87,5361.04,69601.8,47573.92
2031,88862.07,5347.0,69601.8,47086.64
