year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,69601.8026048,51505.3339275
2018,69601.8026048,51505.3339275
2019,69601.8026048,51505.3339275
2020,69601.8026048,51505.3339275
2021,69601.8026048,51505.3339275
2022,69601.8026048,51505.3339275
2023,69601.8026048,51505.3339275
2024,69601.8026048,51505.3339275
2025,69601.8026048,51505.3339275
2026,69601.8026048,51505.3339275
2027,69601.8026048,51505.3339275
2028,69601.8026048,51505.3339275
2029,69601.8026048,51505.3339275
2030,69601.8026048,51505.3339275
2031,69601.8026048,51505.3339275
