year,Base case cost,Modeled residential energy efficiency
2017,419570.003007,468956.158726
2018,437743.117123,483479.863742
2019,461563.549633,502857.535304
2020,473015.978329,511353.198471
2021,482701.888119,518427.184155
2022,491048.290371,524429.535969
2023,493961.199197,525265.334383
2024,496388.623219,525729.652698
2025,502914.905914,530329.93237
2026,506837.76664,532134.988238
2027,513946.989869,537313.813771
2028,520614.583371,542161.575714
2029,511438.652153,531047.534409
2030,504890.506837,522822.267695
2031,504412.39613,520395.170463
