year,Base case cost,Modeled non-residential energy efficiency
2017,388526.442443,417099.68038
2018,409690.791052,434996.601665
2019,439997.976608,461699.236472
2020,454107.542347,473025.548428
2021,464441.943541,480881.493942
2022,472357.92651,486450.925776
2023,477525.127107,489488.296195
2024,481831.127605,491751.292177
2025,486467.492249,494301.607666
2026,493357.093045,499104.057765
2027,498524.293642,502310.86729
2028,502995.476213,504861.565895
2029,509023.87691,508965.507278
2030,512468.677308,510652.748757
2031,519358.278104,515650.167828
