year,Base case diesel consumed,Modeled non-residential ashp
2017,9605.04875946,-11275.492022
2018,9605.04875946,-11275.492022
2019,9605.04875946,-11275.492022
2020,9605.04875946,-11275.492022
2021,9605.04875946,-11275.492022
2022,9605.04875946,-11275.492022
2023,9605.04875946,-11275.492022
2024,9605.04875946,-11275.492022
2025,9605.04875946,-11275.492022
2026,9605.04875946,-11275.492022
2027,9605.04875946,-11275.492022
2028,9605.04875946,-11275.492022
2029,9605.04875946,-11275.492022
2030,9605.04875946,-11275.492022
2031,9605.04875946,-11275.492022
