year,Base case cost,Modeled water and wastewater efficiency
2017,25827.3231379,33425.4108173
2018,27188.1871133,33957.6699549
2019,29105.3709735,34857.8908991
2020,30011.8883918,35109.3771484
2021,30715.9388002,35237.6713946
2022,31233.6464562,35251.3445206
2023,31580.7840191,35161.2767085
2024,31852.8143992,35028.8177676
2025,32130.6159943,34907.6217682
2026,32578.5310875,34904.4657723
2027,32943.3765805,34855.3020024
2028,33263.3117833,34784.062528
2029,33510.7187862,34664.3810485
2030,33634.5770745,34472.5629067
2031,33973.0116612,34426.5887927
