year,population
2003,69.0
2004,76.0
2005,77.0
2006,56.0
2007,63.0
2008,57.0
2009,59.0
2010,54.0
2011,56.0
2012,56.0
2013,56.0
2014,56.0
2015,56.0
2016,56.0
2017,55.0
2018,55.0
2019,56.0
2020,56.0
2021,56.0
2022,56.0
2023,56.0
2024,56.0
2025,57.0
2026,57.0
2027,57.0
2028,58.0
2029,58.0
2030,59.0
2031,59.0
2032,60.0
2033,60.0
2034,60.0
2035,60.0
2036,61.0
2037,61.0
2038,62.0
2039,62.0
2040,63.0
