year,Base case cost,Modeled diesel efficiency
2019,368422.704103,569050.291709
2020,394226.380872,587020.979059
2021,413008.981449,598737.476043
2022,426165.088607,605464.571072
2023,436512.198673,609760.681121
2024,445238.079706,612702.720231
2025,454199.106234,615975.49472
2026,466018.708724,621961.200129
2027,476438.770555,626786.14394
2028,485455.042109,630443.848267
2029,496844.016704,636364.936294
2030,502788.523158,637440.394896
2031,515863.887586,645099.904318
2032,528312.433449,652288.653314
2033,542237.013084,660916.003655
2034,556212.588128,669684.198581
2035,565650.988343,674419.959412
2036,579713.680544,683449.730029
2037,587773.079916,687109.957576
2038,603067.452889,697433.367538
