year,Base case diesel consumed,Modeled residential ashp
2017,18880.0122714,-71270.7325728
2018,19024.2706465,-71126.4741977
2019,19168.5290216,-70982.2158226
2020,19168.5290216,-70982.2158226
2021,19312.7873966,-70837.9574475
2022,19457.0457717,-70693.6990724
2023,19457.0457717,-70693.6990724
2024,19601.3041468,-70549.4406973
2025,19745.5625219,-70405.1823223
2026,19745.5625219,-70405.1823223
2027,19889.820897,-70260.9239472
2028,20034.0792721,-70116.6655721
2029,20034.0792721,-70116.6655721
2030,20034.0792721,-70116.6655721
2031,20178.3376472,-69972.407197
