year,Base case cost,Modeled water and wastewater efficiency
2017,40192.9465387,47148.0549682
2018,42976.5589642,48647.9647661
2019,46958.0987347,50987.8237719
2020,48819.1400753,51867.7642466
2021,50185.6449619,52414.7321888
2022,51141.9273725,52686.6344106
2023,51902.1977241,52831.9578075
2024,52557.0975428,52913.1198412
2025,53214.4192508,53004.7428843
2026,54073.3581036,53244.613289
2027,54840.5602738,53429.403567
2028,55511.2834463,53555.5477215
2029,56323.2172834,53786.4364412
2030,56745.9247401,53755.6322823
2031,57709.8835592,54108.1058457
