year,Base case cost,Modeled transmission and interties
2021,826017.962898,
2022,852330.177214,
2023,873024.397346,
2024,890476.159412,
2025,908398.212468,
2026,932037.417449,
2027,952877.54111,
2028,970910.084219,
2029,993688.033409,
2030,1005577.04632,
2031,1031727.77517,
2032,1056624.8669,
2033,1084474.02617,
2034,1112425.17626,
2035,1131301.97669,
2036,1159427.36109,
2037,1175546.15983,
2038,1206134.90578,
2039,1228741.45373,
2040,1260117.79544,
