year,Base case diesel consumed,Modeled non-residential ashp
2017,7504.54097004,-8809.67853005
2018,7504.54097004,-8809.67853005
2019,7504.54097004,-8809.67853005
2020,7504.54097004,-8809.67853005
2021,7504.54097004,-8809.67853005
2022,7504.54097004,-8809.67853005
2023,7504.54097004,-8809.67853005
2024,7504.54097004,-8809.67853005
2025,7504.54097004,-8809.67853005
2026,7504.54097004,-8809.67853005
2027,7504.54097004,-8809.67853005
2028,7504.54097004,-8809.67853005
2029,7504.54097004,-8809.67853005
2030,7504.54097004,-8809.67853005
2031,7504.54097004,-8809.67853005
