year,Base case diesel consumed,Modeled non-residential ashp
2017,99406.9873159,86616.6903284
2018,100555.961127,87765.664139
2019,101704.934937,88914.6379497
2020,102853.908748,90063.6117603
2021,104002.882559,91212.585571
2022,106300.83018,93510.5331923
2023,107449.803991,94659.507003
2024,108598.777801,95808.4808136
2025,109747.751612,96957.4546243
2026,110896.725423,98106.4284349
2027,112045.699233,99255.4022456
2028,113194.673044,100404.376056
2029,115492.620665,102702.323678
2030,117790.568286,105000.271299
2031,118939.542097,106149.24511
