year,Base case cost,Modeled water and wastewater efficiency
2017,45936.2281398,36127.0841831
2018,48665.1632184,38164.3614722
2019,52457.0456155,40986.2617427
2020,54190.4513586,42300.1336775
2021,55386.614083,43220.3037836
2022,56227.4364053,43877.9310225
2023,56802.6775366,44338.7435375
2024,57287.5770329,44733.911068
2025,57851.9810335,45194.6465089
2026,58572.8777364,45786.6890532
2027,59134.0659287,46246.702551
2028,59613.1877991,46640.7873086
2029,60342.9205081,47230.9945094
2030,60585.1984059,47496.1141621
2031,61305.357409,48085.6236346
