year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,52002.63,6047.07,42634.32,85830.57
2018,51682.61,6014.28,42634.32,86822.62
2019,51442.6,5981.27,42634.32,87814.68
2020,51122.59,5949.54,42634.32,88806.73
2021,50882.57,5918.76,42634.32,89798.79
2022,50642.56,5890.03,42634.32,91782.89
2023,50402.55,5863.0,42634.32,92774.95
2024,50162.54,5835.85,42634.32,93767.0
2025,49922.52,5804.31,42634.32,94759.05
2026,49522.5,5762.5,42634.32,95751.11
2027,49282.49,5731.3,42634.32,96743.16
2028,49042.48,5704.25,42634.32,97735.22
2029,48722.46,5670.68,42634.32,99719.32
2030,48242.44,5613.47,42634.32,101703.43
2031,47922.42,5577.43,42634.32,102695.48
2032,47602.41,,,103687.54
2033,47282.39,,,105671.65
2034,47042.38,,,106663.7
2035,46642.36,,,108647.81
2036,46322.34,,,109639.86
