year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,202855000.0,79271000.0,123584000.0
2004,,205641000.0,80153000.0,125488000.0
2005,,207680000.0,79678000.0,128002000.0
2006,,217624000.0,84676000.0,132948000.0
2007,,223396000.0,89071000.0,134325000.0
2008,,228482000.0,96854000.0,131628000.0
2009,,233347000.0,102203000.0,131144000.0
2010,,230518000.0,98514000.0,132004000.0
2011,,249157000.0,105387000.0,143770000.0
2012,,257154000.0,110350000.0,146804000.0
2013,,256936000.0,105729000.0,151207000.0
2014,,252525000.0,103861000.0,148664000.0
2015,start of forecast,255872869.0,106981203.0,148891667.0
2016,,257723360.0,108831693.0,148891667.0
2017,,259429074.0,110537407.0,148891667.0
2018,,260970318.0,112078651.0,148891667.0
2019,,262349744.0,113458077.0,148891667.0
2020,,263583135.0,114691468.0,148891667.0
2021,,264649583.0,115757916.0,148891667.0
2022,,265556416.0,116664749.0,148891667.0
2023,,266342302.0,117450636.0,148891667.0
2024,,267003375.0,118111708.0,148891667.0
2025,,267508655.0,118616989.0,148891667.0
2026,,267877252.0,118985585.0,148891667.0
2027,,268122248.0,119230582.0,148891667.0
2028,,268257358.0,119365692.0,148891667.0
2029,,268343460.0,119451793.0,148891667.0
2030,,268363513.0,119471846.0,148891667.0
2031,,268247377.0,119355710.0,148891667.0
2032,,267996041.0,119104374.0,148891667.0
2033,,267701856.0,118810189.0,148891667.0
2034,,267297605.0,118405938.0,148891667.0
2035,,266857339.0,117965673.0,148891667.0
2036,,266389422.0,117497756.0,148891667.0
2037,,265822949.0,116931283.0,148891667.0
2038,,265197307.0,116305640.0,148891667.0
2039,,264507908.0,115616241.0,148891667.0
2040,,263739062.0,114847396.0,148891667.0
