year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,72408.77,8310591.46,5828933.63,29278.79,13196703.31,6859634.72
2018,81359.45,9306124.02,6453710.09,29445.36,13226323.08,6903365.01
2019,93610.93,10674981.31,7303013.84,29626.58,13267050.27,6951013.32
2020,99609.62,11328299.56,7731272.77,29751.06,13286488.24,6983561.13
2021,103681.45,11763845.05,8026066.4,29850.25,13299446.89,7008687.76
2022,107184.17,12137169.77,8286082.07,29934.9,13310554.31,7032871.95
2023,109294.7,12354942.52,8446216.06,30001.25,13317033.63,7050559.56
2024,111381.55,12572715.27,8602919.7,30059.42,13323512.96,7066222.32
2025,113435.51,12790488.02,8751568.29,30107.36,13329992.28,7077817.55
2026,116011.66,13070481.55,8938312.51,30150.5,13338322.84,7090404.78
2027,118283.68,13319364.69,9097745.31,30183.42,13345727.79,7098425.36
2028,120252.92,13537137.44,9234007.98,30207.0,13352207.11,7103914.75
2029,122763.12,13817130.98,9408044.0,30231.53,13360537.67,7110391.34
2030,124150.58,13972682.94,9502145.59,30243.33,13365165.76,7112854.38
2031,126882.8,14283786.87,9685468.14,30256.59,13374421.94,7115733.94
2032,129299.35,14563780.4,9844833.79,30258.8,13382752.5,7116070.56
2033,131976.93,14874884.33,10017570.37,30260.23,13392008.68,7114844.76
2034,134618.73,15185988.26,10184582.68,30254.35,13401264.86,7111559.85
2035,136418.34,15403761.01,10294773.83,30239.77,13407744.18,7106791.74
2036,139306.88,15745975.33,10479032.93,30231.67,13417925.98,7103975.92
2037,140784.14,15932637.69,10564015.95,30206.56,13423479.69,7096646.16
2038,143611.54,16274852.01,10735717.46,30187.89,13433661.48,7089695.53
2039,145587.9,16523735.15,10850702.07,30158.69,13441066.43,7081263.26
2040,148352.87,16865949.47,11014404.32,30130.37,13451248.22,7072219.52
