year,Base case cost,Modeled water and wastewater efficiency
2017,52728.9188608,42651.2208089
2018,55817.1122692,44729.3711562
2019,59963.5907449,47518.0346125
2020,61889.9054243,48820.109206
2021,63237.3973166,49730.0249238
2022,64294.9435107,50445.9822165
2023,64967.2263284,50902.0024128
2024,65542.9401426,51293.1416658
2025,66214.5066954,51748.8524438
2026,67077.0450493,52334.9875551
2027,67747.6155881,52790.4397595
2028,68321.6851761,53181.1136055
2029,69087.684875,53700.7195188
2030,69565.0850888,54026.3967242
2031,70426.4603524,54610.1061799
