year,Base case diesel consumed,Modeled residential ashp
2017,35096.7009226,4793.2994615
2018,35096.7009226,4793.2994615
2019,36390.3734009,6086.97193979
2020,37684.0458792,7380.64441809
2021,37684.0458792,7380.64441809
2022,38977.7183575,8674.31689639
2023,38977.7183575,8674.31689639
2024,40271.3908358,9967.98937468
2025,40271.3908358,9967.98937468
2026,41565.0633141,11261.661853
2027,41565.0633141,11261.661853
2028,41565.0633141,11261.661853
2029,42858.7357924,12555.3343313
2030,42858.7357924,12555.3343313
2031,44152.4082707,13849.0068096
