year,annotation,line losses
2002,,0.05
2003,,0.08
2004,,0.07
2005,,0.07
2006,,0.07
2007,,0.1
2008,,0.07
2009,,0.1
2010,,0.06
2011,,0.1
2012,,0.03
2013,,-0.1
2014,start of forecast,0.01
2015,,0.01
2016,,0.01
2017,,0.01
2018,,0.01
2019,,0.01
2020,,0.01
2021,,0.01
2022,,0.01
2023,,0.01
2024,,0.01
2025,,0.01
2026,,0.01
2027,,0.01
2028,,0.01
2029,,0.01
2030,,0.01
2031,,0.01
2032,,0.01
2033,,0.01
2034,,0.01
2035,,0.01
2036,,0.01
2037,,0.01
2038,,0.01
2039,,0.01
2040,,0.01
