year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,23067.19,154549.94,86668.14,45709.47,123971.71,131440.13
2018,25202.84,168877.36,94702.63,48227.29,130826.74,138708.12
2019,28194.12,188935.74,105950.92,51757.78,140423.78,148883.32
2020,29658.01,198760.25,111460.29,53483.17,145124.37,153867.09
2021,30632.79,205309.92,109746.13,54629.83,148258.1,151143.85
2022,31424.28,210631.53,112590.73,55559.93,150804.25,153739.56
2023,31908.43,213906.37,114341.26,56123.01,152371.12,155336.92
2024,32332.36,216771.85,115872.97,56616.74,153742.12,156734.61
2025,32879.23,220456.05,117842.32,57257.5,155504.84,158531.64
2026,33488.31,224549.59,120030.48,57974.1,157463.42,160528.35
2027,34035.78,228233.79,121999.82,58616.88,159226.15,162325.38
2028,34460.68,231099.27,117467.78,59114.03,160597.15,157174.15
2029,35074.32,235192.82,125719.69,59845.0,162555.73,165719.77
2030,35442.38,237648.94,127032.59,60283.16,163730.88,166917.79
2031,36114.2,242151.84,129439.56,61077.21,165885.32,169114.17
2032,36781.88,246654.75,131846.54,61858.55,168039.76,171310.54
2033,37448.41,251157.65,127663.46,62636.5,170194.19,166566.64
2034,38115.15,255660.55,129952.29,63415.27,172348.63,168675.15
2035,38600.11,258935.39,131616.89,63981.91,173915.5,170208.62
2036,39331.22,263847.64,134113.79,64843.01,176265.79,172508.82
2037,39759.0,266713.13,135570.31,65349.26,177636.8,173850.61
2038,40491.55,271625.38,138067.21,66214.72,179987.09,176150.81
2039,41039.27,275309.57,139939.89,66858.79,181749.81,177875.96
2040,41829.88,280631.19,142644.86,67787.56,184295.97,180367.84
