year,Base case cost,Modeled non-residential energy efficiency
2017,278521.650243,295857.915496
2018,299704.093818,314096.280061
2019,329359.514822,340121.927995
2020,343884.618988,352316.926847
2021,353568.021764,360103.576542
2022,361435.786521,366252.716444
2023,366277.487909,369655.173008
2024,370513.976624,372527.524194
2025,375960.890686,376532.071984
2026,382013.017422,381113.973247
2027,387459.931484,385164.108219
2028,391696.420199,388127.659428
2029,397748.546934,392775.559326
2030,401379.822975,395227.277315
2031,408037.162385,400470.928116
