year,Base case cost,Modeled non-residential energy efficiency
2017,112865.191945,116509.759322
2018,120225.356444,122957.071909
2019,130123.508702,131766.662087
2020,134945.685443,135878.041427
2021,138245.069529,138585.805152
2022,140783.057287,140595.783542
2023,142559.648718,141907.783423
2024,143828.642597,142756.9588
2025,145605.234028,144084.496255
2026,147889.423011,145890.215875
2027,149666.014442,147232.571138
2028,150935.008321,148111.390445
2029,152965.398528,149703.219769
2030,154234.392407,150595.839232
2031,156518.581389,152436.487964
