year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32385.17,64913.41,184312.85,12306.49,47951.79,89974.26
2018,35033.65,70215.01,192954.77,12831.09,50010.35,93836.84
2019,38592.7,77344.75,204576.66,13539.68,52778.76,99031.34
2020,40329.55,80818.21,210238.6,13882.01,54127.47,101562.0
2021,41520.83,83194.79,214112.57,14113.46,55050.28,103293.5
2022,42438.99,85022.93,217092.54,14289.83,55760.13,104625.42
2023,43084.97,86302.63,219178.52,14410.2,56257.02,105557.77
2024,43548.52,87216.7,220668.51,14494.17,56611.94,106223.73
2025,44195.37,88496.4,222754.49,14613.86,57108.84,107156.08
2026,45025.25,90141.72,225436.46,14769.56,57747.7,108354.81
2027,45673.96,91421.42,219332.11,14887.67,58244.6,105644.25
2028,46141.05,92335.49,220768.46,14968.6,58599.52,106288.01
2029,46873.91,93798.0,223066.61,15111.76,59167.4,107318.04
2030,47335.3,94712.07,224502.96,15198.12,59522.33,107961.8
2031,48165.42,96357.39,227088.39,15354.02,60161.19,109120.57
