year,Base case diesel consumed,Modeled residential energy efficiency
2017,29799.7148673,20072.9505579
2018,29799.7148673,20072.9505579
2019,29799.7148673,20072.9505579
2020,29799.7148673,20072.9505579
2021,29799.7148673,20072.9505579
2022,29799.7148673,20072.9505579
2023,29799.7148673,20072.9505579
2024,29799.7148673,20072.9505579
2025,29799.7148673,20072.9505579
2026,29799.7148673,20072.9505579
2027,28726.9873223,19000.223013
2028,28726.9873223,19000.223013
2029,28726.9873223,19000.223013
2030,28726.9873223,19000.223013
2031,28726.9873223,19000.223013
