year,Base case diesel consumed,Modeled residential ashp
2017,7319.67165073,-22480.0432463
2018,7319.67165073,-22480.0432463
2019,7319.67165073,-22480.0432463
2020,7319.67165073,-22480.0432463
2021,7319.67165073,-22480.0432463
2022,7319.67165073,-22480.0432463
2023,7319.67165073,-22480.0432463
2024,7319.67165073,-22480.0432463
2025,7319.67165073,-22480.0432463
2026,7319.67165073,-22480.0432463
2027,7056.17874704,-22743.53615
2028,7056.17874704,-22743.53615
2029,7056.17874704,-22743.53615
2030,7056.17874704,-22743.53615
2031,7056.17874704,-22743.53615
