year,Base case cost,Modeled residential energy efficiency
2017,274287.10915,256574.718628
2018,286791.606463,265263.57524
2019,303607.999401,277314.968483
2020,311800.601089,282710.694323
2021,317406.065402,286125.12591
2022,321717.961027,288559.507834
2023,324736.287965,290013.331167
2024,326892.235777,290820.020693
2025,329910.562715,292314.778752
2026,333791.268778,294497.131355
2027,324976.357513,284197.689673
2028,327056.470212,285006.642907
2029,330384.650532,286790.255136
2030,332464.763232,287635.565764
2031,336208.966091,289773.438136
