year,Base case cost,Modeled water and wastewater efficiency
2017,44691.6592297,34301.5944653
2018,47864.7400809,36322.3066451
2019,52132.380762,39075.0903179
2020,54211.5578528,40370.9036256
2021,55634.284443,41231.042826
2022,56728.8228703,41874.4094608
2023,57495.169608,42300.8604479
2024,58042.693217,42583.3982797
2025,58809.2295007,43013.7818391
2026,59794.8099107,43592.0173061
2027,60561.6316843,44026.1273604
2028,61109.6440193,44316.0770615
2029,61985.6680543,44827.2009559
2030,62533.4266394,45120.9736058
2031,63519.4400087,45708.2278757
