year,Base case diesel consumed,Modeled non-residential ashp
2017,2522.83141442,-2961.58470937
2018,2522.83141442,-2961.58470937
2019,2522.83141442,-2961.58470937
2020,2522.83141442,-2961.58470937
2021,2522.83141442,-2961.58470937
2022,2522.83141442,-2961.58470937
2023,2522.83141442,-2961.58470937
2024,2522.83141442,-2961.58470937
2025,2522.83141442,-2961.58470937
2026,2522.83141442,-2961.58470937
2027,2522.83141442,-2961.58470937
2028,2522.83141442,-2961.58470937
2029,2522.83141442,-2961.58470937
2030,2522.83141442,-2961.58470937
2031,2522.83141442,-2961.58470937
