year,Base case cost,Modeled non-residential energy efficiency
2017,182547.443556,204199.233284
2018,192608.120963,213699.318474
2019,206658.356062,227002.097285
2020,213274.617397,233244.630476
2021,218048.886033,237769.747016
2022,221573.158547,241086.392783
2023,223960.292865,243348.951053
2024,225994.999932,245279.844747
2025,228461.990692,247601.496783
2026,231553.979513,250527.384207
2027,233941.113831,252789.942477
2028,236055.677339,254779.929937
2029,238795.238909,257374.152784
2030,240477.518724,258973.381901
2031,243569.507545,261899.269324
