year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,12254.5,68451.34,239001.53,24085.89,114096.1,299295.14
2018,13669.46,76355.89,256053.95,25713.01,116252.23,319517.78
2019,15659.23,87531.3,276657.6,27993.62,119127.06,344365.3
2020,16573.81,92710.14,284045.39,29037.4,120564.47,353586.59
2021,17245.32,96526.13,292071.62,29802.73,121522.75,363139.29
2022,17713.8,99251.84,293983.37,30329.83,122321.32,365897.13
2023,18032.52,101159.84,294072.23,30682.84,122800.46,366502.98
2024,18296.23,102795.26,289589.97,30969.13,123199.74,362181.02
2025,18608.8,104703.26,289428.71,31312.35,123758.73,362531.93
2026,19019.15,107156.4,290222.8,31769.1,124397.58,364052.57
2027,19337.43,109064.39,289840.85,32123.27,124876.72,364178.54
2028,19606.83,110699.82,288841.47,32421.27,125355.86,363577.18
2029,19930.94,112880.38,280389.83,32759.15,125914.86,355234.68
2030,20119.44,114243.24,274400.02,32947.01,126234.28,349278.11
2031,20510.22,116696.37,270114.91,33373.77,126873.13,345451.03
2032,,,274281.52,,,350579.8
2033,,,274023.66,,,351028.19
2034,,,278579.67,,,356651.84
2035,,,281313.28,,,360026.03
2036,,,276196.91,,,355351.65
