year,Base case cost,Modeled water and wastewater efficiency
2017,36340.3893412,34013.1491958
2018,39382.4730935,36153.2160894
2019,43652.8579294,39157.0273093
2020,45611.2144568,40534.3371411
2021,47048.0519626,41544.8142352
2022,48043.6335731,42244.6522083
2023,48715.3585678,42716.5745528
2024,49265.3571917,43102.7025756
2025,49921.1503998,43563.2898567
2026,50788.2541773,44172.582787
2027,51460.7087697,44645.0954009
2028,52028.1004383,45043.6996647
2029,52690.0938786,45507.7838038
2030,53066.4513192,45771.2016189
2031,53883.9926251,46345.2796311
