year,Base case cost,Modeled wind power
2019,627654.060438,948512.321217
2020,664483.548793,969871.970783
2021,689010.353636,981205.209292
2022,706058.346928,986641.967641
2023,719102.749855,988963.640827
2024,729567.694504,989245.166433
2025,740564.089202,990248.367967
2026,754592.830045,993780.644099
2027,767483.18948,996700.471743
2028,778070.598705,997839.03033
2029,789651.588456,999799.659284
2030,796306.267323,997691.970866
2031,809036.421526,1000791.19389
2032,822961.95323,1005246.92195
2033,838762.964452,1011390.96118
2034,854835.09222,1017959.78018
2035,862783.736422,1017933.25524
2036,877696.686911,1023639.50329
2037,885545.202844,1023802.50477
2038,900661.490743,1029994.9561
