year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,191912.312746,142015.111432
2018,191912.312746,142015.111432
2019,191912.312746,142015.111432
2020,191912.312746,142015.111432
2021,191912.312746,142015.111432
2022,191912.312746,142015.111432
2023,191912.312746,142015.111432
2024,191912.312746,142015.111432
2025,191912.312746,142015.111432
2026,191912.312746,142015.111432
2027,191912.312746,142015.111432
2028,191912.312746,142015.111432
2029,191912.312746,142015.111432
2030,191912.312746,142015.111432
2031,191912.312746,142015.111432
